goal,level,gender,Equipment Required,Day 1 Body Parts,Day 2 Body Parts,Day 3 Body Parts,Day 4 Body Parts,Day 5 Body Parts,Day 6 Body Parts,Day 7 Body Parts
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Dumbbells, EZ Bar","-, -, shoulders, upper arms, upper arms, -, -, shoulders, -, upper arms, upper arms, -, shoulders, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms","-, -, shoulders, upper arms, upper arms, -, -, shoulders, -, upper arms, upper arms, -, shoulders, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms","-, -, shoulders, upper arms, upper arms, -, -, shoulders, -, upper arms, upper arms, -, shoulders, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms",,,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar","back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, back, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, back, -, back, upper arms, upper arms","back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, back, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, back, -, back, upper arms, upper arms","back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, back, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, back, -, back, upper arms, upper arms","back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Barbell, Cables, Dumbbells, EZ Bar","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -"
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, EZ Bar","-, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -","-, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -"
Gain Muscle,Beginner,Male & Female,"Barbell, Dumbbells, EZ Bar, Other","-, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, -, -, upper arms, upper arms, lower arms, upper arms, upper arms, upper arms","-, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, -, -, upper arms, upper arms, lower arms, upper arms, upper arms, upper arms","-, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, -, -, upper arms, upper arms, lower arms, upper arms, upper arms, upper arms",,,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, Machines","-, shoulders, shoulders, shoulders, shoulders, -, back, shoulders","-, back, -, shoulders, shoulders, shoulders, shoulders","-, shoulders, shoulders, shoulders, -, back, shoulders","-, shoulders, shoulders, shoulders, shoulders, -, back, shoulders","-, back, -, shoulders, shoulders, shoulders, shoulders","-, shoulders, shoulders, shoulders, -, back, shoulders","-, shoulders, shoulders, shoulders, shoulders, -, back, shoulders"
Gain Muscle,Advanced,Male & Female,"Barbell, Dumbbells, Machines","shoulders, shoulders, back, shoulders, shoulders, back","shoulders, shoulders, back, shoulders, shoulders, back","shoulders, shoulders, back, shoulders, shoulders, back","shoulders, shoulders, back, shoulders, shoulders, back","shoulders, shoulders, back, shoulders, shoulders, back","shoulders, shoulders, back, shoulders, shoulders, back","shoulders, shoulders, back, shoulders, shoulders, back"
Gain Muscle,Beginner,Male & Female,"Barbell, Dumbbells","-, shoulders, shoulders, shoulders, back","-, shoulders, shoulders, shoulders, back","-, shoulders, shoulders, shoulders, back","-, shoulders, shoulders, shoulders, back",,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, Machines","shoulders, shoulders, -, shoulders","shoulders, shoulders, -, shoulders","shoulders, shoulders, -, shoulders","shoulders, shoulders, -, shoulders","shoulders, shoulders, -, shoulders","shoulders, shoulders, -, shoulders","shoulders, shoulders, -, shoulders"
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells","shoulders, -, shoulders, -, shoulders, shoulders","shoulders, -, shoulders, -, shoulders, shoulders","shoulders, -, shoulders, -, shoulders, shoulders",,,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, Machines","-, shoulders, shoulders, shoulders, shoulders, shoulders, back, back","-, shoulders, shoulders, shoulders, shoulders, shoulders, back, back","-, shoulders, shoulders, shoulders, shoulders, shoulders, back, back",,,,
Gain Muscle,Intermediate,Male & Female,"Bands, Barbell, Cables, Dumbbells","shoulders, shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders, shoulders, shoulders, back","shoulders, shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders, shoulders, shoulders, back","shoulders, shoulders, shoulders, shoulders, shoulders"
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, EZ Bar, Machines","shoulders, shoulders, back, shoulders, shoulders, -","shoulders, shoulders, back, shoulders, shoulders, -","shoulders, shoulders, back, shoulders, shoulders, -","shoulders, shoulders, back, shoulders, shoulders, -","shoulders, shoulders, back, shoulders, shoulders, -","shoulders, shoulders, back, shoulders, shoulders, -","shoulders, shoulders, back, shoulders, shoulders, -"
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells","shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders",,,,
Gain Muscle,Intermediate,Male & Female,"Bands, Barbell, Dumbbells","shoulders, shoulders, -, back, -, -, -, shoulders, -, -","shoulders, shoulders, -, back, -, -, -, shoulders, -, -","shoulders, shoulders, -, back, -, -, -, shoulders, -, -","shoulders, shoulders, -, back, -, -, -, shoulders, -, -","shoulders, shoulders, -, back, -, -, -, shoulders, -, -","shoulders, shoulders, -, back, -, -, -, shoulders, -, -","shoulders, shoulders, -, back, -, -, -, shoulders, -, -"
Gain Muscle,Intermediate,Male & Female,"Barbell, Dumbbells","shoulders, shoulders, shoulders, -","shoulders, shoulders, -, shoulders","shoulders, -, shoulders, shoulders","-, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, -","shoulders, shoulders, -, shoulders","shoulders, -, shoulders, shoulders"
Gain Muscle,Intermediate,Male & Female,"Cables, Dumbbells","shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders","shoulders, shoulders, shoulders, shoulders"
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, Machines","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms"
Sports Performance,Beginner,Male & Female,"Barbell, Bodyweight, Other","upper legs, -, upper legs, chest, back, waist","upper legs, -, upper legs, chest, back, waist","upper legs, -, upper legs, chest, back, waist","upper legs, -, upper legs, chest, back, waist",,,
Sports Performance,Beginner,Male & Female,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball","upper legs, upper legs, lower legs, upper legs, back, chest, shoulders, shoulders, lower arms, upper arms, waist, waist","upper legs, upper legs, lower legs, -, upper legs, back, shoulders, upper arms, upper arms, waist, waist, -","upper legs, upper legs, lower legs, upper legs, back, chest, shoulders, shoulders, lower arms, upper arms, waist, waist","upper legs, upper legs, lower legs, -, upper legs, back, shoulders, upper arms, upper arms, waist, waist, -","upper legs, upper legs, lower legs, upper legs, back, chest, shoulders, shoulders, lower arms, upper arms, waist, waist","upper legs, upper legs, lower legs, -, upper legs, back, shoulders, upper arms, upper arms, waist, waist, -","upper legs, upper legs, lower legs, upper legs, back, chest, shoulders, shoulders, lower arms, upper arms, waist, waist"
Increase Strength,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","-, upper legs, back, back, chest, upper arms, upper arms, shoulders, upper arms, upper arms, waist","-, upper legs, back, back, chest, upper arms, upper arms, shoulders, upper arms, upper arms, waist","-, upper legs, back, back, chest, upper arms, upper arms, shoulders, upper arms, upper arms, waist","-, upper legs, back, back, chest, upper arms, upper arms, shoulders, upper arms, upper arms, waist","-, upper legs, back, back, chest, upper arms, upper arms, shoulders, upper arms, upper arms, waist","-, upper legs, back, back, chest, upper arms, upper arms, shoulders, upper arms, upper arms, waist","-, upper legs, back, back, chest, upper arms, upper arms, shoulders, upper arms, upper arms, waist"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","-, upper legs, upper legs, lower legs, lower arms, upper arms, -, chest, shoulders, -, back, back, -, upper arms, upper arms, upper arms, upper arms, -, waist","-, upper legs, upper legs, lower legs, lower arms, upper arms, -, chest, shoulders, -, back, back, -, upper arms, upper arms, upper arms, upper arms, -, waist","-, upper legs, upper legs, lower legs, lower arms, upper arms, -, chest, shoulders, -, back, back, -, upper arms, upper arms, upper arms, upper arms, -, waist","-, upper legs, upper legs, lower legs, lower arms, upper arms, -, chest, shoulders, -, back, back, -, upper arms, upper arms, upper arms, upper arms, -, waist",,,
